t/s,X1/degC,Y/%,X2/degC,X3/degC
708.4,51.72,50.0,43.34,39.04
708.6,51.72,50.0,43.34,39.04
708.8,51.72,50.0,43.34,39.04
709.0,51.72,50.0,43.34,39.04
709.2,51.72,50.0,43.34,39.04
709.4,51.72,50.0,43.34,39.04
709.6,51.72,50.0,43.34,39.04
709.8,51.72,50.0,43.34,39.04
710.0,51.72,50.0,43.34,39.04
710.2,51.72,50.0,43.34,39.04
710.4,51.72,50.0,43.34,39.04
710.6,51.72,50.0,43.34,39.04
710.8,51.72,50.0,43.34,39.04
711.0,51.72,50.0,43.34,39.04
711.2,51.72,50.0,43.34,39.04
711.4,51.72,50.0,43.34,39.04
711.6,51.72,50.0,43.34,39.04
711.8,51.72,50.0,43.34,39.04
712.0,51.72,50.0,43.34,39.04
712.2,51.72,50.0,43.34,39.04
712.4,51.72,50.0,43.34,39.04
712.6,51.72,50.0,43.34,39.04
712.8,51.72,50.0,43.34,39.04
713.0,51.72,50.0,43.34,39.04
713.2,51.72,50.0,43.34,39.04
713.4,51.72,50.0,43.34,39.04
713.6,51.72,50.0,43.34,39.04
713.8,51.72,50.0,43.34,39.04
714.0,51.72,50.0,43.34,39.04
714.2,51.72,50.0,43.34,39.04
714.4,51.72,50.0,43.34,39.04
714.6,51.72,50.0,43.34,39.04
714.8,51.72,50.0,43.34,39.04
715.0,51.72,50.0,43.34,39.04
715.2,51.72,50.0,43.34,39.04
715.4,51.72,50.0,43.34,39.04
715.6,51.72,50.0,43.34,39.04
715.8,51.72,50.0,43.34,39.04
716.0,51.72,50.0,43.34,39.04
716.2,51.72,50.0,43.34,39.04
716.4,51.72,50.0,43.34,39.04
716.6,51.72,50.0,43.34,39.04
716.8,51.72,50.0,43.34,39.04
717.0,51.72,50.0,43.34,39.04
717.2,51.72,50.0,43.34,39.04
717.4,51.72,50.0,43.34,39.04
717.6,51.72,50.0,43.34,39.04
717.8,51.72,50.0,43.34,39.04
718.0,51.72,50.0,43.34,39.04
718.2,51.72,50.0,43.34,39.04
718.4,51.72,50.0,43.34,39.04
718.6,51.72,50.0,43.34,39.04
718.8,51.72,50.0,43.34,39.04
719.0,51.72,50.0,43.34,39.04
719.2,51.72,50.0,43.6,39.04
719.4,51.72,50.0,43.6,39.04
719.6,51.72,50.0,43.6,39.04
719.8,51.72,50.0,43.6,39.04
720.0,51.72,50.0,43.6,39.04
720.2,51.72,50.0,43.6,39.04
720.4,51.72,50.0,43.6,39.04
720.6,51.72,50.0,43.6,39.04
720.8,51.72,50.0,43.6,39.31
721.0,51.72,50.0,43.6,39.31
721.2,51.72,50.0,43.6,39.31
721.4,51.72,50.0,43.6,39.31
721.6,51.72,50.0,43.6,39.31
721.8,51.72,50.0,43.6,39.31
722.0,51.72,50.0,43.6,39.31
722.2,51.72,50.0,43.6,39.31
722.4,51.72,50.0,43.6,39.31
722.6,51.72,50.0,43.6,39.31
722.8,51.72,50.0,43.6,39.31
723.0,51.72,50.0,43.6,39.31
723.2,51.72,50.0,43.6,39.31
723.4,51.72,50.0,43.6,39.31
723.6,51.72,50.0,43.6,39.65
723.8,51.72,50.0,43.6,39.65
724.0,51.72,50.0,43.6,39.65
724.2,51.72,50.0,43.6,39.65
724.4,51.72,50.0,43.6,39.65
724.6,51.72,50.0,43.6,39.65
724.8,51.72,50.0,43.6,39.65
725.0,51.72,50.0,43.6,39.65
725.2,51.72,50.0,43.6,39.65
725.4,51.72,50.0,43.6,39.65
725.6,51.72,50.0,43.6,39.65
725.8,51.72,50.0,43.6,39.65
726.0,51.72,50.0,43.6,39.65
726.2,51.72,50.0,43.6,39.65
726.4,51.72,50.0,43.6,39.65
726.6,51.72,50.0,43.6,39.65
726.8,51.72,50.0,43.6,39.65
727.0,51.72,50.0,43.6,39.65
727.2,51.72,50.0,43.6,39.65
727.4,51.72,50.0,43.6,39.65
727.6,51.72,50.0,43.6,39.65
727.8,51.72,50.0,43.6,39.65
728.0,51.72,50.0,43.6,39.65
728.2,51.72,50.0,43.6,39.65
728.4,51.72,50.0,43.6,39.38
728.6,51.72,50.0,43.6,39.38
728.8,51.72,50.0,43.6,39.38
729.0,51.72,50.0,43.6,39.38
729.2,51.72,50.0,43.6,39.38
729.4,51.72,50.0,43.6,39.38
729.6,51.72,50.0,43.6,39.38
729.8,51.72,50.0,43.6,39.38
730.0,51.72,50.0,43.6,39.38
730.2,51.72,50.0,43.6,39.38
730.4,51.72,50.0,43.6,39.38
730.6,51.72,50.0,43.6,39.38
730.8,51.72,50.0,43.6,39.38
731.0,51.72,50.0,43.6,39.38
731.2,51.72,50.0,43.6,39.38
731.4,51.72,50.0,43.6,39.38
731.6,51.72,50.0,43.6,39.38
731.8,51.72,50.0,43.6,39.38
732.0,51.72,50.0,43.6,39.38
732.2,51.72,50.0,43.86,39.38
732.4,51.72,50.0,43.86,39.38
732.6,51.72,50.0,43.86,39.38
732.8,51.72,50.0,43.86,39.38
733.0,51.72,50.0,43.86,39.38
733.2,51.72,50.0,43.86,39.38
733.4,51.72,50.0,43.86,39.38
733.6,51.72,50.0,43.86,39.38
733.8,51.98,50.0,43.86,39.38
734.0,51.98,50.0,43.86,39.38
734.2,51.98,50.0,43.86,39.38
734.4,51.98,50.0,43.86,39.38
734.6,51.98,50.0,43.86,39.38
734.8,51.98,50.0,43.86,39.38
735.0,51.98,50.0,43.86,39.38
735.2,51.98,50.0,43.86,39.38
735.4,51.98,50.0,43.86,39.38
735.6,51.98,50.0,43.86,39.38
735.8,51.98,50.0,43.86,39.38
736.0,51.98,50.0,43.86,39.38
736.2,51.98,50.0,43.86,39.38
736.4,51.98,50.0,43.86,39.38
736.6,51.98,50.0,43.86,39.38
736.8,51.98,50.0,43.86,39.38
737.0,51.98,50.0,43.86,39.38
737.2,51.98,50.0,43.86,39.38
737.4,52.29,50.0,43.86,39.38
737.6,52.29,50.0,43.86,39.38
737.8,52.29,50.0,43.86,39.38
738.0,52.29,50.0,43.86,39.38
738.2,52.29,50.0,43.86,39.38
738.4,52.29,50.0,43.86,39.38
738.6,52.29,50.0,43.86,39.65
738.8,52.29,50.0,43.86,39.65
739.0,52.29,50.0,43.86,39.65
739.2,52.29,50.0,43.86,39.65
739.4,52.29,50.0,43.86,39.65
739.6,52.29,50.0,43.86,39.65
739.8,52.29,50.0,43.86,39.65
740.0,52.29,50.0,43.86,39.65
740.2,52.29,50.0,43.86,39.65
740.4,52.29,50.0,43.86,39.65
740.6,52.29,50.0,43.86,39.65
740.8,52.29,50.0,43.86,39.65
741.0,52.29,50.0,43.86,39.65
741.2,52.29,50.0,43.86,39.65
741.4,52.29,50.0,43.86,39.65
741.6,52.29,50.0,43.86,39.65
741.8,52.29,50.0,43.86,39.65
742.0,52.29,50.0,43.86,39.65
742.2,52.29,50.0,43.86,39.65
742.4,52.29,50.0,43.86,39.65
742.6,52.29,50.0,43.86,39.65
742.8,52.03,50.0,43.86,39.65
743.0,52.03,50.0,43.86,39.65
743.2,52.03,50.0,43.86,39.65
743.4,52.03,50.0,43.86,39.65
743.6,52.03,50.0,43.86,39.65
743.8,52.03,50.0,43.86,39.65
744.0,52.03,50.0,43.86,39.65
744.2,52.03,50.0,43.86,39.65
744.4,52.03,50.0,43.86,39.65
744.6,52.03,50.0,43.86,39.65
744.8,52.03,50.0,43.86,39.65
745.0,52.03,50.0,43.86,39.65
745.2,52.03,50.0,43.86,39.65
745.4,52.03,50.0,43.86,39.65
745.6,52.03,50.0,43.86,39.65
745.8,52.03,50.0,43.86,39.65
746.0,52.03,50.0,43.86,39.65
746.2,52.03,50.0,43.86,39.65
746.4,52.03,50.0,43.86,39.65
746.6,52.03,50.0,43.86,39.65
746.8,52.03,50.0,43.86,39.65
747.0,52.03,50.0,43.86,39.65
747.2,52.03,50.0,43.86,39.65
747.4,52.29,50.0,43.86,39.65
747.6,52.29,50.0,43.86,39.65
747.8,52.29,50.0,43.86,39.65
748.0,52.29,50.0,43.86,39.65
748.2,52.29,50.0,43.86,39.65
748.4,52.29,50.0,43.86,39.65
748.6,52.29,50.0,43.86,39.65
748.8,52.29,50.0,43.86,39.65
749.0,52.29,50.0,43.86,39.65
749.2,52.29,50.0,43.86,39.65
749.4,52.29,50.0,43.86,39.65
749.6,52.29,50.0,43.86,39.65
749.8,52.29,50.0,43.86,39.65
750.0,52.29,50.0,43.86,39.65
750.2,52.29,50.0,43.86,39.65
750.4,52.29,50.0,43.86,39.65
750.6,52.29,50.0,43.86,39.65
750.8,52.29,50.0,43.86,39.65
751.0,52.29,50.0,43.86,39.65
751.2,52.29,50.0,43.86,39.65
751.4,52.29,50.0,43.86,39.65
751.6,52.29,50.0,43.86,39.65
751.8,52.29,50.0,43.86,39.65
752.0,52.29,50.0,43.86,39.65
752.2,52.29,50.0,43.86,39.65
752.4,52.29,50.0,43.86,39.65
752.6,52.29,50.0,43.86,39.65
752.8,52.29,50.0,43.86,39.65
753.0,52.29,50.0,43.86,39.65
753.2,52.29,50.0,43.86,39.65
753.4,52.29,50.0,43.86,39.65
753.6,52.29,50.0,43.86,39.65
753.8,52.29,50.0,43.86,39.65
754.0,52.29,50.0,43.86,39.65
754.2,52.29,50.0,43.86,39.65
754.4,52.29,50.0,43.86,39.65
754.6,52.29,50.0,44.12,39.65
754.8,52.29,50.0,44.12,39.65
755.0,52.29,50.0,44.12,39.65
755.2,52.29,50.0,44.12,39.65
755.4,52.29,50.0,44.12,39.65
755.6,52.29,50.0,44.12,39.65
755.8,52.29,50.0,44.12,39.65
756.0,52.29,50.0,44.12,39.65
756.2,52.29,50.0,44.12,39.65
756.4,52.29,50.0,44.12,39.65
756.6,52.29,50.0,44.12,39.65
756.8,52.29,50.0,44.12,39.65
757.0,52.29,50.0,44.12,39.65
757.2,52.29,50.0,44.12,39.65
757.4,52.29,50.0,44.12,39.65
757.6,52.29,50.0,44.12,39.65
757.8,52.29,50.0,44.12,39.65
758.0,52.29,50.0,44.12,39.65
758.2,52.29,50.0,44.12,39.65
758.4,52.29,50.0,44.12,39.65
758.6,52.29,50.0,44.12,39.92
758.8,52.29,50.0,44.12,39.92
759.0,52.29,50.0,44.12,39.92
759.2,52.29,50.0,44.12,39.92
759.4,52.29,50.0,44.12,39.92
759.6,52.29,50.0,44.12,39.92
759.8,52.29,50.0,44.12,39.92
760.0,52.29,50.0,44.12,39.92
760.2,52.29,50.0,44.12,39.92
760.4,52.29,50.0,44.12,39.92
760.6,52.29,50.0,44.12,39.92
760.8,52.29,50.0,44.12,39.92
761.0,52.29,50.0,44.12,39.92
761.2,52.29,50.0,44.12,39.92
761.4,52.29,50.0,44.12,39.92
761.6,52.29,50.0,44.12,39.92
761.8,52.29,50.0,44.12,39.92
762.0,52.29,50.0,44.12,39.92
762.2,52.29,50.0,44.12,39.92
762.4,52.29,50.0,44.12,39.92
762.6,52.29,50.0,44.12,39.92
762.8,52.29,50.0,44.12,39.92
763.0,52.29,50.0,44.12,39.92
763.2,52.29,50.0,44.12,39.92
763.4,52.29,50.0,44.12,39.92
763.6,52.29,50.0,44.12,39.92
763.8,52.29,50.0,44.12,39.92
764.0,52.29,50.0,44.12,39.92
764.2,52.29,50.0,44.12,39.92
764.4,52.29,50.0,44.43,39.92
764.6,52.29,50.0,44.43,39.92
764.8,52.29,50.0,44.43,39.92
765.0,52.29,50.0,44.43,39.92
765.2,52.29,50.0,44.43,39.92
765.4,52.29,50.0,44.43,39.92
765.6,52.29,50.0,44.43,39.92
765.8,52.29,50.0,44.43,39.92
766.0,52.29,50.0,44.43,39.92
766.2,52.29,50.0,44.43,39.92
766.4,52.29,50.0,44.43,39.92
766.6,52.29,50.0,44.43,39.92
766.8,52.29,50.0,44.43,39.92
767.0,52.29,50.0,44.43,39.92
767.2,52.29,50.0,44.43,39.92
767.4,52.29,50.0,44.43,39.92
767.6,52.29,50.0,44.43,39.92
767.8,52.29,50.0,44.43,39.92
768.0,52.29,50.0,44.43,39.92
768.2,52.29,50.0,44.43,39.92
768.4,52.29,50.0,44.43,39.92
768.6,52.29,50.0,44.43,39.92
768.8,52.29,50.0,44.43,39.92
769.0,52.29,50.0,44.43,39.92
769.2,52.29,50.0,44.43,39.92
769.4,52.29,50.0,44.43,39.92
769.6,52.29,50.0,44.43,39.92
769.8,52.29,50.0,44.43,39.92
770.0,52.29,50.0,44.43,39.92
770.2,52.29,50.0,44.43,39.92
770.4,52.29,50.0,44.43,39.92
770.6,52.29,50.0,44.43,39.92
770.8,52.29,50.0,44.43,40.18
771.0,52.29,50.0,44.43,40.18
771.2,52.29,50.0,44.43,40.18
771.4,52.29,50.0,44.43,40.18
771.6,52.29,50.0,44.43,40.18
771.8,52.29,50.0,44.43,40.18
772.0,52.29,50.0,44.43,40.18
772.2,52.29,50.0,44.43,40.18
772.4,52.29,50.0,44.43,40.18
772.6,52.29,50.0,44.43,40.18
772.8,52.29,50.0,44.43,40.18
773.0,52.29,50.0,44.43,40.18
773.2,52.29,50.0,44.43,40.18
773.4,52.29,50.0,44.43,40.18
773.6,52.29,50.0,44.43,40.18
773.8,52.29,50.0,44.43,40.18
774.0,52.29,50.0,44.43,40.18
774.2,52.29,50.0,44.43,40.18
774.4,52.29,50.0,44.43,40.18
774.6,52.29,50.0,44.43,40.18
774.8,52.29,50.0,44.43,40.18
775.0,52.29,50.0,44.43,40.18
775.2,52.29,50.0,44.43,40.18
775.4,52.29,50.0,44.43,40.18
775.6,52.29,50.0,44.43,40.18
775.8,52.29,50.0,44.43,40.18
776.0,52.29,50.0,44.43,40.18
776.2,52.29,50.0,44.43,40.18
776.4,52.29,50.0,44.43,40.18
776.6,52.29,50.0,44.43,40.18
776.8,52.29,50.0,44.43,40.18
777.0,52.29,50.0,44.43,40.18
777.2,52.29,50.0,44.43,40.18
777.4,52.29,50.0,44.43,40.18
777.6,52.29,50.0,44.43,40.18
777.8,52.29,50.0,44.43,40.18
778.0,52.29,50.0,44.43,40.18
778.2,52.29,50.0,44.43,40.18
778.4,52.29,50.0,44.43,40.18
778.6,52.29,50.0,44.43,40.18
778.8,52.29,50.0,44.43,40.18
779.0,52.29,50.0,44.43,40.18
779.2,52.29,50.0,44.43,40.18
779.4,52.29,50.0,44.43,40.18
779.6,52.29,50.0,44.43,40.18
779.8,52.29,50.0,44.43,40.18
780.0,52.29,50.0,44.43,40.18
780.2,52.29,50.0,44.43,40.18
780.4,52.29,50.0,44.43,40.18
780.6,52.29,50.0,44.43,40.18
780.8,52.29,50.0,44.43,40.18
781.0,52.29,50.0,44.43,40.18
781.2,52.29,50.0,44.43,40.18
781.4,52.29,50.0,44.43,40.18
781.6,52.29,50.0,44.43,40.18
781.8,52.29,50.0,44.43,40.18
782.0,52.29,50.0,44.43,40.18
782.2,52.29,50.0,44.43,40.18
782.4,52.29,50.0,44.43,40.18
782.6,52.29,50.0,44.43,40.18
782.8,52.29,50.0,44.43,40.18
783.0,52.29,50.0,44.43,40.18
783.2,52.29,50.0,44.43,40.45
783.4,52.29,50.0,44.43,40.45
783.6,52.29,50.0,44.43,40.45
783.8,52.29,50.0,44.69,40.45
784.0,52.29,50.0,44.69,40.45
784.2,52.29,50.0,44.69,40.45
784.4,52.29,50.0,44.69,40.45
784.6,52.29,50.0,44.69,40.45
784.8,52.29,50.0,44.69,40.45
785.0,52.29,50.0,44.69,40.45
785.2,52.29,50.0,44.69,40.45
785.4,52.29,50.0,44.69,40.45
785.6,52.29,50.0,44.69,40.45
785.8,52.29,50.0,44.69,40.45
786.0,52.29,50.0,44.69,40.45
786.2,52.29,50.0,44.69,40.45
786.4,52.29,50.0,44.69,40.45
786.6,52.29,50.0,44.69,40.45
786.8,52.29,50.0,44.69,40.45
787.0,52.29,50.0,44.69,40.45
787.2,52.29,50.0,44.69,40.45
787.4,52.29,50.0,44.69,40.45
787.6,52.29,50.0,44.69,40.45
787.8,52.29,50.0,44.69,40.45
788.0,52.29,50.0,44.69,40.45
788.2,52.29,50.0,44.69,40.45
788.4,52.29,50.0,44.69,40.45
788.6,52.29,50.0,44.69,40.45
788.8,52.29,50.0,44.69,40.45
789.0,52.29,50.0,44.69,40.45
789.2,52.29,50.0,44.69,40.45
789.4,52.29,50.0,44.69,40.45
789.6,52.29,50.0,44.69,40.45
789.8,52.29,50.0,44.69,40.45
790.0,52.29,50.0,44.69,40.45
790.2,52.29,50.0,44.69,40.45
790.4,52.29,50.0,44.69,40.45
790.6,52.29,50.0,44.69,40.45
790.8,52.29,50.0,44.69,40.45
791.0,52.29,50.0,44.69,40.45
791.2,52.29,50.0,44.69,40.45
791.4,52.29,50.0,44.69,40.45
791.6,52.29,50.0,44.69,40.45
791.8,52.29,50.0,44.69,40.45
792.0,52.29,50.0,44.69,40.45
792.2,52.29,50.0,44.69,40.45
792.4,52.29,50.0,44.69,40.45
792.6,52.29,50.0,44.69,40.45
792.8,52.29,50.0,44.69,40.45
793.0,52.29,50.0,44.69,40.45
793.2,52.29,50.0,44.69,40.45
793.4,52.29,50.0,44.69,40.45
793.6,52.29,50.0,44.69,40.45
793.8,52.29,50.0,44.69,40.45
794.0,52.29,50.0,44.69,40.45
794.2,52.29,50.0,44.69,40.45
794.4,52.29,50.0,44.69,40.45
794.6,52.54,50.0,44.69,40.45
794.8,52.54,50.0,44.69,40.45
795.0,52.54,50.0,44.69,40.45
795.2,52.54,50.0,44.69,40.45
795.4,52.54,50.0,44.69,40.45
795.6,52.54,50.0,44.69,40.45
795.8,52.54,50.0,44.69,40.45
796.0,52.54,50.0,44.69,40.45
796.2,52.54,50.0,44.69,40.45
796.4,52.54,50.0,44.69,40.45
796.6,52.54,50.0,44.69,40.45
796.8,52.54,50.0,44.69,40.45
797.0,52.54,50.0,44.69,40.45
797.2,52.54,50.0,44.69,40.45
797.4,52.54,50.0,44.69,40.45
797.6,52.54,50.0,44.69,40.45
797.8,52.54,50.0,44.69,40.45
798.0,52.54,50.0,44.69,40.45
798.2,52.54,50.0,44.69,40.45
798.4,52.54,50.0,44.69,40.45
798.6,52.54,50.0,44.69,40.45
798.8,52.54,50.0,44.69,40.45
799.0,52.54,50.0,44.69,40.45
799.2,52.54,50.0,44.69,40.45
799.4,52.54,50.0,44.69,40.45
799.6,52.54,50.0,44.69,40.45
799.8,52.54,50.0,44.69,40.45
800.0,52.54,50.0,44.69,40.45
800.2,52.54,50.0,44.69,40.45
800.4,52.54,50.0,44.69,40.45
800.6,52.54,50.0,44.69,40.45
800.8,52.54,50.0,44.69,40.45
801.0,52.54,50.0,44.69,40.45
801.2,52.54,50.0,44.69,40.45
801.4,52.54,50.0,44.69,40.45
801.6,52.54,50.0,44.69,40.45
801.8,52.54,50.0,44.69,40.45
802.0,52.54,50.0,44.69,40.45
802.2,52.54,50.0,44.69,40.45
802.4,52.54,50.0,44.69,40.45
802.6,52.54,50.0,44.69,40.45
802.8,52.54,50.0,44.69,40.45
803.0,52.54,50.0,44.69,40.45
803.2,52.54,50.0,44.97,40.45
803.4,52.54,50.0,44.97,40.45
803.6,52.54,50.0,44.97,40.45
803.8,52.54,50.0,44.97,40.45
804.0,52.54,50.0,44.97,40.45
804.2,52.54,50.0,44.97,40.45
804.4,52.54,50.0,44.97,40.45
804.6,52.54,50.0,44.97,40.45
804.8,52.54,50.0,44.97,40.45
805.0,52.54,50.0,44.97,40.45
805.2,52.54,50.0,44.97,40.45
805.4,52.54,50.0,44.97,40.45
805.6,52.54,50.0,44.97,40.45
805.8,52.54,50.0,44.97,40.45
806.0,52.54,50.0,44.97,40.45
806.2,52.54,50.0,44.97,40.45
806.4,52.54,50.0,44.97,40.45
806.6,52.54,50.0,44.97,40.45
806.8,52.54,50.0,44.97,40.45
807.0,52.54,50.0,44.97,40.45
807.2,52.54,50.0,44.97,40.45
807.4,52.54,50.0,44.97,40.45
807.6,52.54,50.0,44.97,40.45
807.8,52.54,50.0,44.97,40.45
808.0,52.54,50.0,44.97,40.45
808.2,52.54,50.0,44.97,40.45
808.4,52.54,50.0,44.97,40.45
808.6,52.54,50.0,44.97,40.45
808.8,52.54,50.0,44.97,40.45
809.0,52.54,50.0,44.97,40.45
809.2,52.54,50.0,44.97,40.45
809.4,52.54,50.0,44.97,40.45
809.6,52.54,50.0,44.97,40.45
809.8,52.54,50.0,44.97,40.45
810.0,52.54,50.0,44.97,40.45
810.2,52.54,50.0,44.97,40.45
810.4,52.54,50.0,44.97,40.45
810.6,52.54,50.0,44.97,40.45
810.8,52.54,50.0,44.97,40.45
811.0,52.54,50.0,44.97,40.45
811.2,52.54,50.0,44.97,40.45
811.4,52.54,50.0,44.97,40.45
811.6,52.54,50.0,44.97,40.45
811.8,52.54,50.0,44.97,40.45
812.0,52.54,50.0,44.97,40.45
812.2,52.54,50.0,44.97,40.45
812.4,52.54,50.0,44.97,40.45
812.6,52.54,50.0,44.97,40.45
812.8,52.54,50.0,44.97,40.45
813.0,52.54,50.0,44.97,40.45
813.2,52.54,50.0,44.97,40.45
813.4,52.54,50.0,44.97,40.45
813.6,52.54,50.0,44.97,40.45
813.8,52.54,50.0,44.97,40.45
814.0,52.54,50.0,44.97,40.45
814.2,52.54,50.0,44.97,40.45
814.4,52.54,50.0,44.97,40.45
814.6,52.54,50.0,44.97,40.45
814.8,52.54,50.0,44.97,40.45
815.0,52.54,50.0,44.97,40.45
815.2,52.54,50.0,44.97,40.45
815.4,52.54,50.0,44.97,40.45
815.6,52.54,50.0,44.97,40.45
815.8,52.54,50.0,44.97,40.45
816.0,52.54,50.0,44.97,40.45
816.2,52.54,50.0,44.97,40.45
816.4,52.54,50.0,44.97,40.45
816.6,52.54,50.0,44.97,40.45
816.8,52.54,50.0,44.97,40.45
817.0,52.54,50.0,44.97,40.45
817.2,52.54,50.0,44.97,40.71
817.4,52.54,50.0,44.97,40.71
817.6,52.54,50.0,44.97,40.71
817.8,52.54,50.0,44.97,40.71
818.0,52.54,50.0,44.97,40.71
818.2,52.54,50.0,44.97,40.71
818.4,52.54,50.0,44.97,40.71
818.6,52.54,50.0,44.97,40.71
818.8,52.54,50.0,44.97,40.71
819.0,52.54,50.0,44.97,40.71
819.2,52.54,50.0,44.97,40.71
819.4,52.54,50.0,44.97,40.71
819.6,52.54,50.0,44.97,40.71
819.8,52.54,50.0,44.97,40.71
820.0,52.54,50.0,44.97,40.71
820.2,52.8,50.0,44.97,40.71
820.4,52.8,50.0,44.97,40.71
820.6,52.8,50.0,44.97,40.71
820.8,52.8,50.0,44.97,40.71
821.0,52.8,50.0,44.97,40.71
821.2,52.8,50.0,44.97,40.71
821.4,52.8,50.0,44.97,40.71
821.6,52.8,50.0,44.97,40.71
821.8,52.8,50.0,44.97,40.71
822.0,52.8,50.0,44.97,40.71
822.2,52.8,50.0,44.97,40.71
822.4,52.8,50.0,44.97,40.71
822.6,52.8,50.0,44.97,40.71
822.8,52.8,50.0,44.97,40.71
823.0,52.8,50.0,44.97,40.99
823.2,52.8,50.0,44.97,40.99
823.4,52.8,50.0,44.97,40.99
823.6,52.8,50.0,44.97,40.99
823.8,52.8,50.0,44.97,40.99
824.0,52.8,50.0,44.97,40.99
824.2,52.8,50.0,44.97,40.99
824.4,52.8,50.0,44.97,40.99
824.6,52.8,50.0,44.97,40.99
824.8,52.8,50.0,44.97,40.99
825.0,52.8,50.0,44.97,40.99
825.2,52.8,50.0,44.97,40.99
825.4,52.8,50.0,44.97,40.99
825.6,52.8,50.0,44.97,40.99
825.8,52.8,50.0,44.97,40.99
826.0,52.8,50.0,44.97,40.99
826.2,52.8,50.0,44.97,40.99
826.4,52.8,50.0,44.97,40.99
826.6,52.8,50.0,44.97,40.99
826.8,52.8,50.0,44.97,40.99
827.0,52.8,50.0,44.97,40.99
827.2,52.8,50.0,44.97,40.99
827.4,53.13,50.0,44.97,40.99
827.6,53.13,50.0,44.97,40.99
827.8,53.13,50.0,44.97,40.99
828.0,53.13,50.0,44.97,40.99
828.2,53.13,50.0,44.97,40.99
828.4,53.13,50.0,44.97,40.99
828.6,53.13,50.0,44.97,40.99
828.8,53.13,50.0,44.97,40.99
829.0,53.13,50.0,44.97,40.99
829.2,53.13,50.0,44.97,40.99
829.4,53.13,50.0,44.97,40.99
829.6,53.13,50.0,44.97,40.99
829.8,53.13,50.0,44.97,40.99
830.0,53.13,50.0,44.97,40.99
830.2,53.13,50.0,44.97,40.99
830.4,53.13,50.0,44.97,40.99
830.6,53.13,50.0,44.97,40.99
830.8,53.13,50.0,44.97,40.99
831.0,53.13,50.0,44.97,40.99
831.2,53.13,50.0,44.97,40.99
831.4,53.13,50.0,44.97,40.99
831.6,53.13,50.0,44.97,40.99
831.8,53.13,50.0,44.97,40.99
832.0,53.13,50.0,44.97,40.99
832.2,53.13,50.0,44.97,40.99
832.4,53.13,50.0,44.97,40.99
832.6,53.13,50.0,44.97,40.99
832.8,53.13,50.0,44.97,40.99
833.0,53.13,50.0,44.97,40.99
833.2,53.13,50.0,44.97,40.99
833.4,53.13,50.0,44.97,40.99
833.6,53.13,50.0,44.97,40.99
833.8,53.13,50.0,44.97,40.99
834.0,53.13,50.0,44.97,40.99
834.2,53.13,50.0,44.97,40.99
834.4,53.13,50.0,44.97,40.99
834.6,52.87,50.0,44.97,40.99
834.8,52.87,50.0,44.97,40.99
835.0,52.87,50.0,44.97,40.99
835.2,52.87,50.0,44.97,40.99
835.4,52.87,50.0,44.97,40.99
835.6,52.87,50.0,44.97,40.99
835.8,52.87,50.0,44.97,40.99
836.0,52.87,50.0,44.97,40.99
836.2,52.87,50.0,44.97,40.99
836.4,52.87,50.0,44.97,40.99
836.6,52.87,50.0,44.97,40.99
836.8,52.87,50.0,44.97,40.99
837.0,52.87,50.0,44.97,40.99
837.2,52.87,50.0,44.97,40.99
837.4,52.87,50.0,44.97,40.99
837.6,52.87,50.0,44.97,40.99
837.8,52.87,50.0,44.97,40.99
838.0,52.87,50.0,44.97,40.99
838.2,52.87,50.0,44.97,40.99
838.4,52.87,50.0,44.97,40.99
838.6,52.87,50.0,44.97,40.99
838.8,52.87,50.0,44.97,40.99
839.0,52.87,50.0,44.97,40.99
839.2,52.87,50.0,44.97,40.99
839.4,52.87,50.0,44.97,40.99
839.6,52.87,50.0,44.97,40.99
839.8,52.87,50.0,44.97,40.99
840.0,52.87,50.0,44.97,40.99
840.2,52.87,50.0,44.97,40.99
840.4,52.87,50.0,44.97,40.99
840.6,52.87,50.0,44.97,40.99
840.8,52.87,50.0,44.97,40.99
841.0,52.87,50.0,44.97,40.99
841.2,52.87,50.0,44.97,40.99
841.4,52.87,50.0,44.97,40.99
841.6,52.87,50.0,44.97,40.99
841.8,52.87,50.0,44.97,40.99
842.0,52.87,50.0,44.97,40.99
842.2,52.87,50.0,44.97,40.99
842.4,52.87,50.0,44.97,40.99
842.6,52.87,50.0,44.97,40.99
842.8,52.87,50.0,44.97,40.99
843.0,52.87,50.0,44.97,40.99
843.2,52.87,50.0,44.97,40.99
843.4,52.87,50.0,44.97,40.99
843.6,52.87,50.0,44.97,40.99
843.8,52.87,50.0,44.97,40.99
844.0,53.13,50.0,44.97,40.99
844.2,53.13,50.0,44.97,40.99
844.4,53.13,50.0,44.97,40.99
844.6,53.13,50.0,44.97,40.99
844.8,53.13,50.0,44.97,40.99
845.0,53.13,50.0,44.97,40.99
845.2,53.13,50.0,44.97,40.99
845.4,53.13,50.0,44.97,40.99
845.6,53.13,50.0,44.97,40.99
845.8,53.13,50.0,44.97,40.99
846.0,53.13,50.0,44.97,40.99
846.2,53.13,50.0,44.97,40.99
846.4,53.13,50.0,44.97,40.99
846.6,53.13,50.0,44.97,40.99
846.8,53.13,50.0,44.97,40.99
847.0,53.13,50.0,44.97,40.99
847.2,53.13,50.0,44.97,40.99
847.4,53.13,50.0,44.97,40.99
847.6,53.13,50.0,44.97,40.99
847.8,53.13,50.0,44.97,40.99
