t/s,X1/degC,Y/%,X2/degC,X3/degC
10.6,23.28,0.0,23.56,23.28
10.8,23.28,36.9,23.56,23.28
11.0,23.28,36.9,23.56,23.28
11.2,23.28,36.9,23.56,23.28
11.4,23.28,49.8,23.56,23.28
11.6,23.28,49.8,23.56,23.28
11.8,23.28,51.4,23.56,23.28
12.0,23.28,51.4,23.56,23.28
12.2,23.28,51.4,23.56,23.28
12.4,23.28,51.4,23.56,23.28
12.6,23.28,51.4,23.56,23.28
12.8,23.28,49.8,23.56,23.28
13.0,23.28,49.8,23.56,23.28
13.2,23.28,49.8,23.56,23.28
13.4,23.28,49.8,23.56,23.28
13.6,23.28,49.8,23.56,23.28
13.8,23.28,49.8,23.56,23.28
14.0,23.28,49.8,23.56,23.28
14.2,23.28,49.8,23.56,23.28
14.4,23.28,49.8,23.56,23.28
14.6,23.28,49.8,23.56,23.28
14.8,23.28,49.8,23.56,23.28
15.0,23.28,49.8,23.56,23.28
15.2,23.28,49.8,23.56,23.28
15.4,23.28,49.8,23.56,23.28
15.6,23.28,49.8,23.56,23.28
15.8,23.28,49.9,23.56,23.28
16.0,23.28,49.9,23.56,23.28
16.2,23.28,49.9,23.56,23.28
16.4,23.28,50.0,23.56,23.28
16.6,23.28,50.0,23.56,23.28
16.8,23.28,50.0,23.56,23.28
17.0,23.28,50.0,23.56,23.28
17.2,23.28,50.0,23.56,23.28
17.4,23.56,50.0,23.56,23.28
17.6,23.56,50.0,23.56,23.28
17.8,23.56,50.0,23.56,23.28
18.0,23.56,50.0,23.56,23.28
18.2,23.56,50.0,23.56,23.28
18.4,23.56,50.0,23.56,23.28
18.6,23.56,50.0,23.56,23.28
18.8,23.56,50.0,23.56,23.28
19.0,23.56,50.0,23.56,23.28
19.2,23.56,50.0,23.56,23.28
19.4,23.56,50.0,23.56,23.28
19.6,23.86,50.0,23.56,23.28
19.8,23.86,50.0,23.56,23.28
20.0,23.86,50.0,23.56,23.28
20.2,23.86,50.0,23.56,23.28
20.4,23.86,50.0,23.56,23.28
20.6,23.86,50.0,23.56,23.28
20.8,24.15,50.0,23.56,23.28
21.0,24.15,50.0,23.56,23.28
21.2,24.15,50.0,23.56,23.28
21.4,24.15,50.0,23.56,23.28
21.6,24.15,50.0,23.56,23.28
21.8,24.15,50.0,23.56,23.28
22.0,24.43,50.0,23.56,23.28
22.2,24.43,50.0,23.56,23.28
22.4,24.43,50.0,23.56,23.28
22.6,24.43,50.0,23.56,23.28
22.8,24.43,50.0,23.56,23.28
23.0,24.43,50.0,23.56,23.28
23.2,24.43,50.0,23.56,23.28
23.4,24.7,50.0,23.56,23.28
23.6,24.7,50.0,23.56,23.28
23.8,24.7,50.0,23.56,23.28
24.0,24.7,50.0,23.56,23.28
24.2,24.7,50.0,23.56,23.28
24.4,24.97,50.0,23.56,23.28
24.6,24.97,50.0,23.56,23.28
24.8,24.97,50.0,23.56,23.28
25.0,24.97,50.0,23.56,23.28
25.2,24.97,50.0,23.56,23.28
25.4,24.97,50.0,23.56,23.28
25.6,25.27,50.0,23.56,23.28
25.8,25.27,50.0,23.56,23.28
26.0,25.27,50.0,23.56,23.28
26.2,25.27,50.0,23.56,23.28
26.4,25.27,50.0,23.56,23.28
26.6,25.54,50.0,23.56,23.28
26.8,25.54,50.0,23.56,23.28
27.0,25.54,50.0,23.56,23.28
27.2,25.54,50.0,23.56,23.28
27.4,25.54,50.0,23.56,23.28
27.6,25.54,50.0,23.56,23.28
27.8,25.54,50.0,23.56,23.28
28.0,25.81,50.0,23.56,23.28
28.2,25.81,50.0,23.56,23.28
28.4,25.81,50.0,23.56,23.28
28.6,25.81,50.0,23.56,23.28
28.8,25.81,50.0,23.56,23.28
29.0,25.81,50.0,23.56,23.28
29.2,25.81,50.0,23.56,23.28
29.4,25.81,50.0,23.56,23.28
29.6,26.08,50.0,23.56,23.28
29.8,26.08,50.0,23.56,23.28
30.0,26.08,50.0,23.56,23.28
30.2,26.08,50.0,23.56,23.28
30.4,26.08,50.0,23.56,23.28
30.6,26.08,50.0,23.56,23.28
30.8,26.08,50.0,23.56,23.28
31.0,26.08,50.0,23.56,23.28
31.2,26.38,50.0,23.56,23.28
31.4,26.38,50.0,23.56,23.28
31.6,26.38,50.0,23.56,23.28
31.8,26.38,50.0,23.56,23.28
32.0,26.38,50.0,23.56,23.28
32.2,26.38,50.0,23.56,23.28
32.4,26.38,50.0,23.56,23.28
32.6,26.67,50.0,23.56,23.28
32.8,26.67,50.0,23.56,23.28
33.0,26.67,50.0,23.56,23.28
33.2,26.67,50.0,23.56,23.28
33.4,26.67,50.0,23.56,23.28
33.6,26.67,50.0,23.56,23.28
33.8,26.97,50.0,23.56,23.28
34.0,26.97,50.0,23.56,23.28
34.2,26.97,50.0,23.56,23.28
34.4,26.97,50.0,23.56,23.28
34.6,26.97,50.0,23.56,23.28
34.8,26.97,50.0,23.56,23.28
35.0,26.97,50.0,23.56,23.28
35.2,27.24,50.0,23.56,23.28
35.4,27.24,50.0,23.56,23.28
35.6,27.24,50.0,23.56,23.28
35.8,27.24,50.0,23.56,23.28
36.0,27.24,50.0,23.56,23.28
36.2,27.24,50.0,23.56,23.28
36.4,27.24,50.0,23.56,23.28
36.6,27.24,50.0,23.56,23.28
36.8,27.51,50.0,23.56,23.28
37.0,27.51,50.0,23.56,23.28
37.2,27.51,50.0,23.56,23.28
37.4,27.51,50.0,23.56,23.28
37.6,27.51,50.0,23.56,23.28
37.8,27.51,50.0,23.56,23.28
38.0,27.51,50.0,23.56,23.28
38.2,27.51,50.0,23.56,23.28
38.4,27.51,50.0,23.56,23.28
38.6,27.8,50.0,23.56,23.28
38.8,27.8,50.0,23.56,23.28
39.0,27.8,50.0,23.56,23.28
39.2,27.8,50.0,23.56,23.28
39.4,27.8,50.0,23.56,23.28
39.6,27.8,50.0,23.56,23.28
39.8,27.8,50.0,23.56,23.28
40.0,28.07,50.0,23.56,23.28
40.2,28.07,50.0,23.56,23.28
40.4,28.07,50.0,23.56,23.28
40.6,28.07,50.0,23.56,23.28
40.8,28.07,50.0,23.56,23.28
41.0,28.07,50.0,23.56,23.28
41.2,28.34,50.0,23.56,23.28
41.4,28.34,50.0,23.56,23.28
41.6,28.34,50.0,23.56,23.28
41.8,28.73,50.0,23.56,23.28
42.0,28.73,50.0,23.56,23.28
42.2,28.73,50.0,23.56,23.28
42.4,28.73,50.0,23.56,23.28
42.6,28.73,50.0,23.56,23.28
42.8,28.73,50.0,23.56,23.28
43.0,28.73,50.0,23.56,23.28
43.2,28.73,50.0,23.56,23.28
43.4,29.01,50.0,23.56,23.28
43.6,29.01,50.0,23.56,23.28
43.8,29.01,50.0,23.56,23.28
44.0,29.01,50.0,23.56,23.28
44.2,29.01,50.0,23.56,23.28
44.4,29.01,50.0,23.56,23.28
44.6,29.01,50.0,23.56,23.28
44.8,29.01,50.0,23.56,23.28
45.0,29.01,50.0,23.56,23.28
45.2,29.01,50.0,23.56,23.28
45.4,29.01,50.0,23.56,23.28
45.6,29.01,50.0,23.56,23.28
45.8,29.01,50.0,23.56,23.28
46.0,29.01,50.0,23.56,23.28
46.2,29.01,50.0,23.56,23.28
46.4,29.01,50.0,23.56,23.28
46.6,29.01,50.0,23.56,23.28
46.8,29.01,50.0,23.56,23.28
47.0,29.01,50.0,23.56,23.28
47.2,29.01,50.0,23.56,23.28
47.4,29.28,50.0,23.56,23.28
47.6,29.28,50.0,23.56,23.28
47.8,29.28,50.0,23.56,23.28
48.0,29.28,50.0,23.56,23.28
48.2,29.28,50.0,23.56,23.28
48.4,29.28,50.0,23.56,23.28
48.6,29.28,50.0,23.83,23.28
48.8,29.28,50.0,23.83,23.28
49.0,29.28,50.0,23.83,23.28
49.2,29.57,50.0,23.83,23.28
49.4,29.57,50.0,23.83,23.28
49.6,29.57,50.0,23.83,23.28
49.8,29.57,50.0,23.83,23.28
50.0,29.57,50.0,23.83,23.28
50.2,29.57,50.0,23.83,23.28
50.4,29.57,50.0,23.83,23.28
50.6,29.57,50.0,23.83,23.28
50.8,29.57,50.0,23.83,23.28
51.0,29.57,50.0,23.83,23.28
51.2,29.84,50.0,23.83,23.28
51.4,29.84,50.0,23.83,23.28
51.6,29.84,50.0,23.83,23.28
51.8,29.84,50.0,23.83,23.28
52.0,29.84,50.0,23.83,23.28
52.2,29.84,50.0,23.83,23.28
52.4,29.84,50.0,23.83,23.28
52.6,29.84,50.0,23.83,23.28
52.8,29.84,50.0,23.83,23.28
53.0,30.14,50.0,23.83,23.28
53.2,30.14,50.0,23.83,23.28
53.4,30.14,50.0,23.83,23.28
53.6,30.14,50.0,23.83,23.28
53.8,30.14,50.0,23.83,23.28
54.0,30.4,50.0,23.83,23.28
54.2,30.4,50.0,23.83,23.28
54.4,30.4,50.0,23.83,23.28
54.6,30.4,50.0,23.83,23.28
54.8,30.4,50.0,23.83,23.28
55.0,30.8,50.0,23.83,23.28
55.2,30.8,50.0,24.25,23.28
55.4,30.8,50.0,24.25,23.28
55.6,30.8,50.0,24.25,23.28
55.8,30.8,50.0,24.25,23.28
56.0,30.8,50.0,24.25,23.28
56.2,30.8,50.0,24.25,23.28
56.4,30.8,50.0,24.25,23.28
56.6,30.8,50.0,24.25,23.28
56.8,30.8,50.0,24.25,23.28
57.0,30.8,50.0,24.25,23.28
57.2,30.8,50.0,24.25,23.28
57.4,31.07,50.0,24.25,23.28
57.6,31.07,50.0,24.25,23.28
57.8,31.07,50.0,24.25,23.28
58.0,31.07,50.0,24.25,23.28
58.2,31.07,50.0,24.25,23.28
58.4,31.07,50.0,24.25,23.28
58.6,31.07,50.0,24.25,23.28
58.8,31.36,50.0,24.25,23.28
59.0,31.36,50.0,24.25,23.28
59.2,31.36,50.0,24.25,23.28
59.4,31.36,50.0,24.25,23.28
59.6,31.36,50.0,24.25,23.28
59.8,31.36,50.0,24.25,23.28
60.0,31.36,50.0,24.25,23.28
60.2,31.36,50.0,24.25,23.28
60.4,31.36,50.0,24.25,23.28
60.6,31.36,50.0,24.25,23.28
60.8,31.36,50.0,24.25,23.28
61.0,31.63,50.0,24.25,23.28
61.2,31.63,50.0,24.25,23.28
61.4,31.63,50.0,24.25,23.28
61.6,31.63,50.0,24.25,23.28
61.8,31.63,50.0,24.25,23.28
62.0,31.63,50.0,24.25,23.28
62.2,31.63,50.0,24.25,23.28
62.4,31.63,50.0,24.25,23.28
62.6,31.63,50.0,24.25,23.28
62.8,31.63,50.0,24.25,23.28
63.0,31.63,50.0,24.25,23.28
63.2,31.63,50.0,24.25,23.28
63.4,31.63,50.0,24.25,23.28
63.6,31.63,50.0,24.25,23.28
63.8,31.63,50.0,24.25,23.28
64.0,31.63,50.0,24.25,23.28
64.2,31.63,50.0,24.57,23.28
64.4,31.63,50.0,24.57,23.28
64.6,31.63,50.0,24.57,23.28
64.8,31.9,50.0,24.57,23.28
65.0,31.9,50.0,24.57,23.28
65.2,31.9,50.0,24.57,23.28
65.4,31.9,50.0,24.57,23.28
65.6,31.9,50.0,24.57,23.28
65.8,31.9,50.0,24.57,23.28
66.0,31.9,50.0,24.57,23.28
66.2,31.9,50.0,24.57,23.28
66.4,31.9,50.0,24.57,23.28
66.6,31.9,50.0,24.57,23.28
66.8,31.9,50.0,24.57,23.28
67.0,31.9,50.0,24.57,23.28
67.2,31.9,50.0,24.57,23.28
67.4,31.9,50.0,24.57,23.28
67.6,31.9,50.0,24.57,23.28
67.8,31.9,50.0,24.57,23.28
68.0,31.9,50.0,24.57,23.28
68.2,31.9,50.0,24.57,23.28
68.4,31.9,50.0,24.57,23.28
68.6,31.9,50.0,24.57,23.28
68.8,32.39,50.0,24.57,23.28
69.0,32.39,50.0,24.57,23.28
69.2,32.39,50.0,24.57,23.28
69.4,32.39,50.0,24.57,23.28
69.6,32.39,50.0,24.57,23.28
69.8,32.39,50.0,24.57,23.28
70.0,32.39,50.0,24.57,23.28
70.2,32.39,50.0,24.57,23.28
70.4,32.39,50.0,24.57,23.63
70.6,32.39,50.0,24.57,23.63
70.8,32.39,50.0,24.57,23.63
71.0,32.39,50.0,24.57,23.63
71.2,32.39,50.0,24.57,23.63
71.4,32.39,50.0,24.57,23.63
71.6,32.66,50.0,24.57,23.63
71.8,32.66,50.0,24.57,23.63
72.0,32.66,50.0,24.57,23.63
72.2,32.66,50.0,24.57,23.63
72.4,32.66,50.0,24.57,23.63
72.6,32.66,50.0,24.57,23.63
72.8,32.66,50.0,24.57,23.63
73.0,32.66,50.0,24.57,23.63
73.2,32.66,50.0,24.57,23.63
73.4,32.66,50.0,24.57,23.36
73.6,32.66,50.0,24.57,23.36
73.8,32.66,50.0,24.57,23.36
74.0,32.66,50.0,24.57,23.36
74.2,32.66,50.0,24.57,23.36
74.4,32.66,50.0,24.57,23.36
74.6,32.66,50.0,24.57,23.36
74.8,32.66,50.0,24.57,23.36
75.0,32.66,50.0,24.57,23.36
75.2,32.66,50.0,24.57,23.36
75.4,32.66,50.0,24.57,23.36
75.6,32.66,50.0,24.57,23.36
75.8,32.66,50.0,24.57,23.36
76.0,32.66,50.0,24.57,23.36
76.2,32.66,50.0,24.57,23.36
76.4,32.66,50.0,24.57,23.36
76.6,32.66,50.0,24.57,23.36
76.8,32.92,50.0,24.83,23.36
77.0,32.92,50.0,24.83,23.36
77.2,32.92,50.0,24.83,23.36
77.4,32.92,50.0,24.83,23.36
77.6,32.92,50.0,24.83,23.36
77.8,32.92,50.0,24.83,23.36
78.0,32.92,50.0,24.83,23.36
78.2,32.92,50.0,24.83,23.36
78.4,32.92,50.0,24.83,23.36
78.6,32.92,50.0,24.83,23.36
78.8,33.19,50.0,24.83,23.36
79.0,33.19,50.0,24.83,23.36
79.2,33.19,50.0,24.83,23.36
79.4,33.19,50.0,24.83,23.36
79.6,33.19,50.0,24.83,23.36
79.8,33.19,50.0,24.83,23.36
80.0,33.19,50.0,24.83,23.36
80.2,33.19,50.0,24.83,23.36
80.4,33.19,50.0,24.83,23.36
80.6,33.19,50.0,25.1,23.36
80.8,33.19,50.0,25.1,23.36
81.0,33.19,50.0,25.1,23.36
81.2,33.19,50.0,25.1,23.36
81.4,33.46,50.0,25.1,23.36
81.6,33.46,50.0,25.1,23.36
81.8,33.46,50.0,25.1,23.36
82.0,33.46,50.0,25.1,23.36
82.2,33.46,50.0,25.1,23.36
82.4,33.46,50.0,25.1,23.36
82.6,33.46,50.0,25.1,23.36
82.8,33.46,50.0,25.1,23.36
83.0,33.46,50.0,25.1,23.36
83.2,33.46,50.0,25.1,23.36
83.4,33.46,50.0,25.1,23.36
83.6,33.46,50.0,25.1,23.36
83.8,33.73,50.0,25.1,23.36
84.0,33.73,50.0,25.1,23.36
84.2,33.73,50.0,25.1,23.36
84.4,33.73,50.0,25.1,23.36
84.6,33.73,50.0,25.1,23.36
84.8,33.73,50.0,25.1,23.36
85.0,33.73,50.0,25.1,23.36
85.2,33.73,50.0,25.37,23.36
85.4,33.73,50.0,25.37,23.36
85.6,33.73,50.0,25.37,23.36
85.8,33.73,50.0,25.37,23.36
86.0,33.73,50.0,25.37,23.36
86.2,33.73,50.0,25.37,23.36
86.4,33.73,50.0,25.37,23.36
86.6,33.73,50.0,25.37,23.36
86.8,33.73,50.0,25.37,23.36
87.0,33.73,50.0,25.37,23.36
87.2,34.0,50.0,25.37,23.36
87.4,34.0,50.0,25.37,23.36
87.6,34.0,50.0,25.37,23.36
87.8,34.0,50.0,25.37,23.36
88.0,34.0,50.0,25.37,23.36
88.2,34.0,50.0,25.37,23.36
88.4,34.0,50.0,25.37,23.36
88.6,34.0,50.0,25.37,23.36
88.8,34.0,50.0,25.37,23.36
89.0,34.0,50.0,25.37,23.36
89.2,34.0,50.0,25.37,23.36
89.4,34.27,50.0,25.37,23.36
89.6,34.27,50.0,25.37,23.36
89.8,34.27,50.0,25.37,23.36
90.0,34.27,50.0,25.37,23.36
90.2,34.27,50.0,25.37,23.36
90.4,34.27,50.0,25.37,23.36
90.6,34.27,50.0,25.37,23.36
90.8,34.27,50.0,25.37,23.36
91.0,34.27,50.0,25.37,23.36
91.2,34.27,50.0,25.37,23.36
91.4,34.27,50.0,25.37,23.36
91.6,34.27,50.0,25.37,23.36
91.8,34.27,50.0,25.64,23.36
92.0,34.27,50.0,25.64,23.36
92.2,34.27,50.0,25.64,23.36
92.4,34.54,50.0,25.64,23.36
92.6,34.54,50.0,25.64,23.63
92.8,34.54,50.0,25.64,23.63
93.0,34.54,50.0,25.64,23.63
93.2,34.54,50.0,25.64,23.63
93.4,34.54,50.0,25.64,23.63
93.6,34.54,50.0,25.64,23.63
93.8,34.54,50.0,25.64,23.63
94.0,34.54,50.0,25.64,23.63
94.2,34.54,50.0,25.64,23.63
94.4,34.54,50.0,25.64,23.63
94.6,34.54,50.0,25.64,23.63
94.8,34.81,50.0,25.64,23.63
95.0,34.81,50.0,25.64,23.63
95.2,34.81,50.0,25.64,23.63
95.4,34.81,50.0,25.64,23.63
95.6,34.81,50.0,25.64,23.63
95.8,34.81,50.0,25.64,23.63
96.0,34.81,50.0,25.64,23.63
96.2,34.81,50.0,25.64,23.63
96.4,34.81,50.0,25.64,23.63
96.6,34.81,50.0,25.64,23.63
96.8,34.81,50.0,25.64,23.63
97.0,34.81,50.0,25.64,23.63
97.2,34.81,50.0,25.64,23.63
97.4,34.81,50.0,25.64,23.63
97.6,34.81,50.0,25.64,23.63
97.8,35.18,50.0,25.64,23.63
98.0,35.18,50.0,25.64,23.63
98.2,35.18,50.0,25.64,23.63
98.4,35.18,50.0,25.64,23.63
98.6,35.18,50.0,25.91,23.63
98.8,35.18,50.0,25.91,23.63
99.0,35.18,50.0,25.91,23.63
99.2,35.18,50.0,25.91,23.63
99.4,35.18,50.0,25.91,23.63
99.6,35.18,50.0,25.91,23.63
99.8,35.18,50.0,25.91,23.63
100.0,35.18,50.0,25.91,23.63
100.2,35.18,50.0,25.91,23.63
100.4,35.18,50.0,25.91,23.63
100.6,35.18,50.0,25.91,23.63
100.8,35.18,50.0,25.91,23.63
101.0,35.18,50.0,25.91,23.63
101.2,35.18,50.0,25.91,23.63
101.4,35.18,50.0,25.91,23.63
101.6,35.18,50.0,25.91,23.63
101.8,35.18,50.0,25.91,23.63
102.0,35.18,50.0,25.91,23.63
102.2,35.18,50.0,25.91,23.63
102.4,35.18,50.0,25.91,23.63
102.6,35.18,50.0,25.91,23.63
102.8,35.18,50.0,25.91,23.63
103.0,35.18,50.0,25.91,23.63
103.2,35.18,50.0,25.91,23.63
103.4,35.18,50.0,25.91,23.63
103.6,35.18,50.0,25.91,23.63
103.8,35.18,50.0,25.91,23.63
104.0,35.18,50.0,25.91,23.63
104.2,35.18,50.0,25.91,23.63
104.4,35.18,50.0,25.91,23.63
104.6,35.18,50.0,25.91,23.63
104.8,35.18,50.0,26.2,23.63
105.0,35.18,50.0,26.2,23.63
105.2,35.18,50.0,26.2,23.63
105.4,35.44,50.0,26.2,23.63
105.6,35.44,50.0,26.2,23.63
105.8,35.44,50.0,26.2,23.63
106.0,35.44,50.0,26.2,23.63
106.2,35.44,50.0,26.2,23.91
106.4,35.44,50.0,26.2,23.91
106.6,35.44,50.0,26.5,23.91
106.8,35.44,50.0,26.5,23.91
107.0,35.44,50.0,26.5,23.91
107.2,35.44,50.0,26.5,23.91
107.4,35.44,50.0,26.5,23.91
107.6,35.44,50.0,26.5,23.91
107.8,35.44,50.0,26.5,23.91
108.0,35.44,50.0,26.5,23.91
108.2,35.44,50.0,26.5,23.91
108.4,35.44,50.0,26.5,23.91
108.6,35.71,50.0,26.5,23.91
108.8,35.71,50.0,26.5,23.91
109.0,35.71,50.0,26.5,23.91
109.2,35.71,50.0,26.5,23.91
109.4,35.71,50.0,26.5,23.91
109.6,35.71,50.0,26.5,23.91
109.8,35.71,50.0,26.5,23.91
110.0,35.71,50.0,26.5,23.91
110.2,35.71,50.0,26.5,23.91
110.4,35.71,50.0,26.5,23.91
110.6,35.71,50.0,26.5,23.91
110.8,35.98,50.0,26.5,23.91
111.0,35.98,50.0,26.5,23.91
111.2,35.98,50.0,26.5,23.91
111.4,35.98,50.0,26.5,23.91
111.6,35.98,50.0,26.5,23.91
111.8,35.98,50.0,26.5,23.91
112.0,35.98,50.0,26.5,23.91
112.2,35.98,50.0,26.5,23.91
112.4,35.98,50.0,26.5,23.91
112.6,35.98,50.0,26.5,23.91
112.8,36.37,50.0,26.5,23.91
113.0,36.37,50.0,26.5,23.91
113.2,36.37,50.0,26.82,23.91
113.4,36.37,50.0,26.82,23.91
113.6,36.37,50.0,26.82,24.18
113.8,36.37,50.0,26.82,24.18
114.0,36.37,50.0,26.82,24.18
114.2,36.37,50.0,26.82,24.18
114.4,36.37,50.0,26.82,24.18
114.6,36.37,50.0,26.82,24.18
114.8,36.37,50.0,26.82,24.18
115.0,36.37,50.0,26.82,24.18
115.2,36.37,50.0,26.82,24.18
115.4,36.37,50.0,26.82,24.18
115.6,36.37,50.0,26.82,24.18
115.8,36.37,50.0,26.82,24.18
116.0,36.37,50.0,26.82,24.18
116.2,36.37,50.0,26.82,24.18
116.4,36.37,50.0,26.82,24.18
116.6,36.37,50.0,26.82,24.18
116.8,36.37,50.0,26.82,24.18
117.0,36.37,50.0,26.82,24.18
117.2,36.37,50.0,26.82,24.48
117.4,36.37,50.0,26.82,24.48
117.6,36.37,50.0,26.82,24.48
117.8,36.37,50.0,26.82,24.48
118.0,36.37,50.0,26.82,24.48
118.2,36.37,50.0,26.82,24.48
118.4,36.37,50.0,26.82,24.48
118.6,36.37,50.0,26.82,24.48
118.8,36.37,50.0,26.82,24.48
119.0,36.37,50.0,26.82,24.48
119.2,36.37,50.0,26.82,24.48
119.4,36.37,50.0,27.09,24.48
119.6,36.37,50.0,27.09,24.48
119.8,36.37,50.0,27.09,24.48
120.0,36.37,50.0,27.09,24.48
120.2,36.37,50.0,27.09,24.2
120.4,36.37,50.0,27.09,24.2
120.6,36.37,50.0,27.09,24.2
120.8,36.37,50.0,27.09,24.2
121.0,36.37,50.0,27.09,24.2
121.2,36.37,50.0,27.09,24.2
121.4,36.37,50.0,27.09,24.2
121.6,36.64,50.0,27.09,24.2
121.8,36.64,50.0,27.09,24.2
122.0,36.64,50.0,27.09,24.2
122.2,36.64,50.0,27.09,24.2
122.4,36.64,50.0,27.09,24.2
122.6,36.64,50.0,27.09,24.2
122.8,36.64,50.0,27.09,24.2
123.0,36.64,50.0,27.09,24.2
123.2,36.64,50.0,27.09,24.2
123.4,36.64,50.0,27.09,24.2
123.6,36.91,50.0,27.09,24.2
123.8,36.91,50.0,27.09,24.2
124.0,36.91,50.0,27.09,24.2
124.2,36.91,50.0,27.09,24.2
124.4,36.91,50.0,27.09,24.2
124.6,36.91,50.0,27.09,24.2
124.8,36.91,50.0,27.09,24.2
125.0,36.91,50.0,27.09,24.2
125.2,37.3,50.0,27.09,24.2
125.4,37.3,50.0,27.09,24.2
125.6,37.3,50.0,27.09,24.2
125.8,37.3,50.0,27.09,24.2
126.0,37.3,50.0,27.09,24.2
126.2,37.3,50.0,27.09,24.2
126.4,37.3,50.0,27.09,24.2
126.6,37.3,50.0,27.09,24.2
126.8,37.3,50.0,27.09,24.2
127.0,37.3,50.0,27.09,24.2
127.2,37.3,50.0,27.09,24.2
127.4,37.3,50.0,27.36,24.2
127.6,37.3,50.0,27.36,24.2
127.8,37.57,50.0,27.36,24.2
128.0,37.57,50.0,27.36,24.2
128.2,37.57,50.0,27.36,24.2
128.4,37.57,50.0,27.36,24.2
128.6,37.57,50.0,27.36,24.2
128.8,37.57,50.0,27.36,24.2
129.0,37.57,50.0,27.36,24.2
129.2,37.57,50.0,27.36,24.2
129.4,37.57,50.0,27.36,24.2
129.6,37.57,50.0,27.36,24.2
129.8,37.57,50.0,27.36,24.2
130.0,37.57,50.0,27.36,24.2
130.2,37.57,50.0,27.36,24.2
130.4,37.57,50.0,27.36,24.2
130.6,37.57,50.0,27.36,24.2
130.8,37.57,50.0,27.36,24.2
131.0,37.57,50.0,27.36,24.2
131.2,37.57,50.0,27.36,24.2
131.4,37.57,50.0,27.36,24.2
131.6,37.57,50.0,27.36,24.2
131.8,37.57,50.0,27.36,24.2
132.0,37.57,50.0,27.36,24.2
132.2,37.57,50.0,27.36,24.2
132.4,37.57,50.0,27.36,24.2
132.6,37.57,50.0,27.36,24.2
132.8,37.57,50.0,27.36,24.2
133.0,37.57,50.0,27.36,24.2
133.2,37.57,50.0,27.36,24.48
133.4,37.57,50.0,27.36,24.48
133.6,37.57,50.0,27.36,24.48
133.8,37.57,50.0,27.36,24.48
134.0,37.57,50.0,27.36,24.48
134.2,37.57,50.0,27.36,24.48
134.4,37.57,50.0,27.36,24.48
134.6,37.57,50.0,27.7,24.48
134.8,37.57,50.0,27.7,24.48
135.0,37.57,50.0,27.7,24.48
135.2,37.57,50.0,27.7,24.48
135.4,37.84,50.0,27.7,24.48
135.6,37.84,50.0,27.7,24.48
135.8,37.84,50.0,27.7,24.48
136.0,37.84,50.0,27.7,24.48
136.2,37.84,50.0,27.7,24.48
136.4,37.84,50.0,27.7,24.48
136.6,37.84,50.0,27.7,24.48
136.8,37.84,50.0,27.7,24.48
137.0,37.84,50.0,27.7,24.48
137.2,37.84,50.0,27.7,24.48
137.4,37.84,50.0,27.7,24.78
137.6,37.84,50.0,27.7,24.78
137.8,37.84,50.0,27.7,24.78
138.0,37.84,50.0,27.7,24.78
138.2,37.84,50.0,27.7,24.78
138.4,37.84,50.0,27.7,24.78
138.6,37.84,50.0,27.7,24.78
138.8,37.84,50.0,27.7,24.78
139.0,37.84,50.0,27.7,24.78
139.2,37.84,50.0,27.7,24.78
139.4,37.84,50.0,27.7,24.78
139.6,37.84,50.0,27.7,24.78
139.8,37.84,50.0,27.7,24.78
140.0,37.84,50.0,27.7,24.78
140.2,37.84,50.0,27.7,24.78
140.4,37.84,50.0,27.7,24.78
140.6,37.84,50.0,27.7,24.78
140.8,37.84,50.0,27.7,24.78
141.0,37.84,50.0,27.7,24.78
141.2,37.84,50.0,27.7,24.78
141.4,37.84,50.0,27.7,24.78
141.6,37.84,50.0,27.7,24.78
141.8,37.84,50.0,27.7,24.78
142.0,37.84,50.0,27.7,24.78
142.2,37.84,50.0,27.7,24.78
142.4,37.84,50.0,27.7,24.78
142.6,37.84,50.0,27.7,24.78
142.8,37.84,50.0,27.7,24.78
143.0,37.84,50.0,27.7,24.78
143.2,37.84,50.0,27.97,24.78
143.4,37.84,50.0,27.97,24.78
143.6,37.84,50.0,27.97,24.78
143.8,37.84,50.0,27.97,24.78
144.0,37.84,50.0,27.97,24.78
144.2,37.84,50.0,27.97,24.78
144.4,37.84,50.0,27.97,24.78
144.6,37.84,50.0,27.97,24.78
144.8,37.84,50.0,27.97,24.78
145.0,37.84,50.0,27.97,24.78
145.2,37.84,50.0,27.97,24.78
145.4,37.84,50.0,27.97,24.78
145.6,37.84,50.0,27.97,24.78
145.8,37.84,50.0,27.97,24.78
146.0,37.84,50.0,27.97,24.78
146.2,37.84,50.0,27.97,24.78
146.4,38.23,50.0,27.97,24.78
146.6,38.23,50.0,27.97,24.78
146.8,38.23,50.0,27.97,24.78
147.0,38.23,50.0,27.97,24.78
147.2,38.23,50.0,27.97,24.78
147.4,38.23,50.0,27.97,25.05
147.6,38.23,50.0,27.97,25.05
147.8,38.23,50.0,27.97,25.05
148.0,38.23,50.0,28.24,25.05
148.2,38.23,50.0,28.24,25.05
148.4,38.23,50.0,28.24,25.05
148.6,38.23,50.0,28.24,25.05
148.8,38.23,50.0,28.24,25.05
149.0,38.23,50.0,28.24,25.05
149.2,38.23,50.0,28.24,25.05
149.4,38.23,50.0,28.24,25.05
149.6,38.23,50.0,28.24,25.05
149.8,38.23,50.0,28.24,25.05
150.0,38.23,50.0,28.24,25.05
